ID,Name,Description,Extended_Description,Related_Weakness,Language,Technology,Likelihood_Of_Exploit,Consequence,CVE_Example
CWE-778,Insufficient Logging,"When a security-critical event occurs, the product either does not record the event or omits important details about the event when logging it.","When security-critical events are not logged properly, such as a failed login attempt, this can make malicious behavior more difficult to detect and may hinder forensic analysis after an attack succeeds. As organizations adopt cloud storage resources, these technologies often require configuration changes to enable detailed logging information, since detailed logging can incur additional costs. This could lead to telemetry gaps in critical audit logs. For example, in Azure, the default value for logging is disabled.",ChildOf:223,Not Language-Specific,Cloud Computing;Not Technology-Specific,Medium,Non-Repudiation,CVE-2008-4315;CVE-2008-1203;CVE-2007-3730;CVE-2007-1225;CVE-2003-1566
CWE-779,Logging of Excessive Data,"The product logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack.","While logging is a good practice in general, and very high levels of logging are appropriate for debugging stages of development, too much logging in a production environment might hinder a system administrator's ability to detect anomalous conditions. This can provide cover for an attacker while attempting to penetrate a system, clutter the audit trail for forensic analysis, or make it more difficult to debug problems in a production environment.",ChildOf:400,Not Language-Specific,,Low,Availability;Non-Repudiation,CVE-2007-0421;CVE-2002-1154
CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.","This weakness can lead to a vulnerability in environments in which the attacker does not have direct access to the operating system, such as in web applications. Alternately, if the weakness occurs in a privileged program, it could allow the attacker to specify commands that normally would not be accessible, or to call alternate commands with privileges that the attacker does not have. The problem is exacerbated if the compromised process does not follow the principle of least privilege, because the attacker-controlled commands may run with special system privileges that increases the amount of damage. There are at least two subtypes of OS command injection: The application intends to execute a single, fixed program that is under its own control. It intends to use externally-supplied inputs as arguments to that program. For example, the program might use system(""nslookup [HOSTNAME]"") to run nslookup and allow the user to supply a HOSTNAME, which is used as an argument. Attackers cannot prevent nslookup from executing. However, if the program does not remove command separators from the HOSTNAME argument, attackers could place the separators into the arguments, which allows them to execute their own program after nslookup has finished executing. The application accepts an input that it uses to fully select which program to run, as well as which commands to use. The application simply redirects this entire command to the operating system. For example, the program might use ""exec([COMMAND])"" to execute the [COMMAND] that was supplied by the user. If the COMMAND is under attacker control, then the attacker can execute arbitrary commands or programs. If the command is being executed using functions like exec() and CreateProcess(), the attacker might not be able to combine multiple commands together in the same line. From a weakness standpoint, these variants represent distinct programmer errors. In the first variant, the programmer clearly intends that input from untrusted parties will be part of the arguments in the command to be executed. In the second variant, the programmer does not intend for the command to be accessible to any untrusted party, but the programmer probably has not accounted for alternate ways in which malicious attackers can provide input.",ChildOf:77;ChildOf:74;ChildOf:77;ChildOf:77;CanAlsoBe:88,Not Language-Specific,Not Technology-Specific;AI/ML;Web Server,High,Confidentiality;Integrity;Availability;Non-Repudiation,CVE-2024-53899;CVE-2025-44844;CVE-2024-6091;CVE-2024-41316;CVE-2024-44335;CVE-2024-52803;CVE-2020-10987;CVE-2020-10221;CVE-2020-9054;CVE-1999-0067;CVE-2001-1246;CVE-2002-0061;CVE-2003-0041;CVE-2008-2575;CVE-2002-1898;CVE-2008-4304;CVE-2008-4796;CVE-2007-3572;CVE-2012-1988
CWE-780,Use of RSA Algorithm without OAEP,"The product uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption.",Padding schemes are often used with cryptographic algorithms to make the plaintext less predictable and complicate attack efforts. The OAEP scheme is often used with RSA to nullify the impact of predictable common text.,ChildOf:327,Not Language-Specific,,Medium,Access Control,
CWE-781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,"The product defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided.","When an IOCTL uses the METHOD_NEITHER option for I/O control, it is the responsibility of the IOCTL to validate the addresses that have been supplied to it. If validation is missing or incorrect, attackers can supply arbitrary memory addresses, leading to code execution or a denial of service.",ChildOf:1285;CanPrecede:822,C;C++,,,Integrity;Availability;Confidentiality,CVE-2006-2373;CVE-2009-0686;CVE-2009-0824;CVE-2008-5724;CVE-2007-5756
CWE-782,Exposed IOCTL with Insufficient Access Control,"The product implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL.","When an IOCTL contains privileged functionality and is exposed unnecessarily, attackers may be able to access this functionality by invoking the IOCTL. Even if the functionality is benign, if the programmer has assumed that the IOCTL would only be accessed by a trusted process, there may be little or no validation of the incoming data, exposing weaknesses that would never be reachable if the attacker cannot call the IOCTL directly. The implementations of IOCTLs will differ between operating system types and versions, so the methods of attack and prevention may vary widely.",ChildOf:749;CanPrecede:781,C;C++,,,Integrity;Availability;Confidentiality,CVE-2009-2208;CVE-2008-3831;CVE-2008-3525;CVE-2008-0322;CVE-2007-4277;CVE-2007-1400;CVE-2006-4926;CVE-1999-0728
CWE-783,Operator Precedence Logic Error,The product uses an expression in which operator precedence causes incorrect logic to be used.,"While often just a bug, operator precedence logic errors can have serious consequences if they are used in security-critical code, such as making an authentication decision.",ChildOf:670,C;C++;Not Language-Specific,,Low,Confidentiality;Integrity;Availability,CVE-2008-2516;CVE-2008-0599;CVE-2001-1155
CWE-784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,"The product uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user.","Attackers can easily modify cookies, within the browser or by implementing the client-side code outside of the browser. Attackers can bypass protection mechanisms such as authorization and authentication by modifying the cookie to contain an expected value.",ChildOf:807;ChildOf:565,Not Language-Specific,Web Based;Web Server,High,Access Control,CVE-2009-1549;CVE-2009-1619;CVE-2009-0864;CVE-2008-5784;CVE-2008-6291
CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,"The product invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.","Passing an inadequately-sized output buffer to a path manipulation function can result in a buffer overflow. Such functions include realpath(), readlink(), PathAppend(), and others.",ChildOf:676;ChildOf:120;ChildOf:20,C;C++,,,Integrity;Confidentiality;Availability,
CWE-786,Access of Memory Location Before Start of Buffer,The product reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,"This typically occurs when a pointer or its index is decremented to a position before the buffer, when pointer arithmetic results in a position before the beginning of the valid memory location, or when a negative index is used.",ChildOf:119;ChildOf:119;ChildOf:119,Memory-Unsafe;C;C++,,,Confidentiality;Integrity;Availability,CVE-2002-2227;CVE-2007-4580;CVE-2007-1584;CVE-2007-0886;CVE-2006-6171;CVE-2006-4024;CVE-2004-2620
CWE-787,Out-of-bounds Write,"The product writes data past the end, or before the beginning, of the intended buffer.",,ChildOf:119;ChildOf:119;ChildOf:119;ChildOf:119,Memory-Unsafe;C;C++;Assembly,ICS/OT,High,Integrity;Availability;Other,CVE-2025-27363;CVE-2023-1017;CVE-2021-21220;CVE-2021-28664;CVE-2020-17087;CVE-2020-1054;CVE-2020-0041;CVE-2020-0968;CVE-2020-0022;CVE-2019-1010006;CVE-2009-1532;CVE-2009-0269;CVE-2002-2227;CVE-2007-4580;CVE-2007-4268;CVE-2009-2550;CVE-2009-2403
CWE-788,Access of Memory Location After End of Buffer,The product reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer.,This typically occurs when a pointer or its index is incremented to a position after the buffer; or when pointer arithmetic results in a position after the buffer.,ChildOf:119;ChildOf:119;ChildOf:119,Memory-Unsafe;C;C++,,,Confidentiality;Integrity;Availability,CVE-2009-2550;CVE-2009-2403;CVE-2009-0689;CVE-2009-0558;CVE-2008-4113;CVE-2007-4268
CWE-789,Memory Allocation with Excessive Size Value,"The product allocates memory based on an untrusted, large size value, but it does not ensure that the size is within expected limits, allowing arbitrary amounts of memory to be allocated.",,ChildOf:770;CanPrecede:476,C;C++;Not Language-Specific,,,Availability,CVE-2019-19911;CVE-2010-3701;CVE-2008-1708;CVE-2008-0977;CVE-2006-3791;CVE-2004-2589
CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,"There are many variants of cross-site scripting, characterized by a variety of terms or involving different attack topologies. However, they all indicate the same fundamental weakness: improper neutralization of dangerous input between the adversary and a victim.",ChildOf:74;ChildOf:74;CanPrecede:494;PeerOf:352,Not Language-Specific,AI/ML;Web Based;Web Server,High,Access Control;Confidentiality;Integrity;Availability,CVE-2024-49038;CVE-2024-54142;CVE-2021-25926;CVE-2021-25963;CVE-2021-1879;CVE-2020-3580;CVE-2014-8958;CVE-2017-9764;CVE-2014-5198;CVE-2008-5080;CVE-2006-4308;CVE-2007-5727;CVE-2008-5770;CVE-2008-4730;CVE-2008-5734;CVE-2008-0971;CVE-2008-5249;CVE-2006-3568;CVE-2006-3211;CVE-2006-3295
CWE-790,Improper Filtering of Special Elements,"The product receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.",,ChildOf:138,Not Language-Specific,,,Integrity,
CWE-791,Incomplete Filtering of Special Elements,"The product receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",,ChildOf:790,Not Language-Specific,,,Integrity,
CWE-792,Incomplete Filtering of One or More Instances of Special Elements,"The product receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.","Incomplete filtering of this nature involves either: only filtering a single instance of a special element when more exist, or not filtering all instances or all elements where multiple special elements exist.",ChildOf:791,Not Language-Specific,,,Integrity,
CWE-793,Only Filtering One Instance of a Special Element,"The product receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.","Incomplete filtering of this nature may be location-dependent, as in only the first or last element is filtered.",ChildOf:792,Not Language-Specific,,,Integrity,
CWE-794,Incomplete Filtering of Multiple Instances of Special Elements,"The product receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.",Incomplete filtering of this nature may be applied to: sequential elements (special elements that appear next to each other) or non-sequential elements (special elements that appear multiple times in different locations).,ChildOf:792,Not Language-Specific,,,Integrity,
CWE-795,Only Filtering Special Elements at a Specified Location,"The product receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.","A filter might only account for instances of special elements when they occur: relative to a marker (e.g. ""at the beginning/end of string; the second argument""), or at an absolute position (e.g. ""byte number 10""). This may leave special elements in the data that did not match the filter position, but still may be dangerous.",ChildOf:791,Not Language-Specific,,,Integrity,
CWE-796,Only Filtering Special Elements Relative to a Marker,"The product receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. ""at the beginning/end of a string; the second argument""), thereby missing remaining special elements that may exist before sending it to a downstream component.",,ChildOf:795,Not Language-Specific,,,Integrity,
CWE-797,Only Filtering Special Elements at an Absolute Position,"The product receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. ""byte number 10""), thereby missing remaining special elements that may exist before sending it to a downstream component.",,ChildOf:795,Not Language-Specific,,,Integrity,
CWE-798,Use of Hard-coded Credentials,"The product contains hard-coded credentials, such as a password or cryptographic key.","There are two main variations: Inbound: the product contains an authentication mechanism that checks the input credentials against a hard-coded set of credentials. In this variant, a default administration account is created, and a simple password is hard-coded into the product and associated with that account. This hard-coded password is the same for each installation of the product, and it usually cannot be changed or disabled by system administrators without manually modifying the program, or otherwise patching the product. It can also be difficult for the administrator to detect. Outbound: the product connects to another system or component, and it contains hard-coded credentials for connecting to that component. This variant applies to front-end systems that authenticate with a back-end service. The back-end service may require a fixed password that can be easily discovered. The programmer may simply hard-code those back-end credentials into the front-end product.",ChildOf:1391;ChildOf:287;ChildOf:344;ChildOf:671;PeerOf:257,Not Language-Specific,Mobile;ICS/OT,High,Access Control;Integrity;Confidentiality;Availability;Other,CVE-2022-40263;CVE-2022-29953;CVE-2022-29960;CVE-2022-29964;CVE-2022-30997;CVE-2022-30314;CVE-2022-30271;CVE-2021-37555;CVE-2021-35033;CVE-2012-3503;CVE-2010-2772;CVE-2010-2073;CVE-2010-1573;CVE-2008-2369;CVE-2008-0961;CVE-2008-1160;CVE-2006-7142;CVE-2005-3716;CVE-2005-3803;CVE-2005-0496
CWE-799,Improper Control of Interaction Frequency,"The product does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests.","This can allow the actor to perform actions more frequently than expected. The actor could be a human or an automated process such as a virus or bot. This could be used to cause a denial of service, compromise program logic (such as limiting humans to a single vote), or other consequences. For example, an authentication routine might not limit the number of times an attacker can guess a password. Or, a web site might conduct a poll but only expect humans to vote a maximum of once a day.",ChildOf:691,Not Language-Specific,Not Technology-Specific;Web Based;Web Server,,Availability;Access Control;Other,CVE-2024-50653;CVE-2002-1876
CWE-8,J2EE Misconfiguration: Entity Bean Declared Remote,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities.",,ChildOf:668,Java,,,Confidentiality;Integrity,
CWE-80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",,ChildOf:79,Not Language-Specific,Web Based;Web Server,High,Confidentiality;Integrity;Availability,CVE-2002-0938;CVE-2002-1495;CVE-2003-1136;CVE-2004-2171
CWE-804,Guessable CAPTCHA,"The product uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.","An automated attacker could bypass the intended protection of the CAPTCHA challenge and perform actions at a higher frequency than humanly possible, such as launching spam attacks. There can be several different causes of a guessable CAPTCHA: An audio or visual image that does not have sufficient distortion from the unobfuscated source image. A question is generated with a format that can be automatically recognized, such as a math question. A question for which the number of possible answers is limited, such as birth years or favorite sports teams. A general-knowledge or trivia question for which the answer can be accessed using a data base, such as country capitals or popular entertainers. Other data associated with the CAPTCHA may provide hints about its contents, such as an image whose filename contains the word that is used in the CAPTCHA.",ChildOf:863;ChildOf:1390,Not Language-Specific,Web Server,,Access Control;Other,CVE-2022-4036
CWE-805,Buffer Access with Incorrect Length Value,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.","When the length value exceeds the size of the destination, a buffer overflow could occur.",ChildOf:119;ChildOf:119;ChildOf:119,Memory-Unsafe;C;C++;Assembly,,High,Integrity;Confidentiality;Availability,CVE-2011-1959;CVE-2011-1848;CVE-2011-0105;CVE-2011-0606;CVE-2011-0651;CVE-2010-4156
CWE-806,Buffer Access Using Size of Source Buffer,"The product uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer.","When the size of the destination is smaller than the size of the source, a buffer overflow could occur.",ChildOf:805,Memory-Unsafe;C;C++,,,Availability;Integrity;Confidentiality;Access Control,
CWE-807,Reliance on Untrusted Inputs in a Security Decision,"The product uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism.","Developers may assume that inputs such as cookies, environment variables, and hidden form fields cannot be modified. However, an attacker could change these inputs using customized clients or other attacks. This change might not be detected. When security decisions such as authentication and authorization are made based on the values of these inputs, attackers can bypass the security of the software. Without sufficient encryption, integrity checking, or other mechanism, any input that originates from an outsider cannot be trusted.",ChildOf:693,Not Language-Specific,Not Technology-Specific;Web Based;Web Server,High,Confidentiality;Access Control;Availability;Other,CVE-2009-1549;CVE-2009-1619;CVE-2009-0864;CVE-2008-5784;CVE-2008-6291
CWE-81,Improper Neutralization of Script in an Error Message Web Page,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page.","Error pages may include customized 403 Forbidden or 404 Not Found pages. When an attacker can trigger an error that contains script syntax within the attacker's input, then cross-site scripting attacks may be possible.",ChildOf:79;CanAlsoBe:209;CanAlsoBe:390,Not Language-Specific,Web Based;Web Server,,Confidentiality;Integrity;Availability,CVE-2002-0840;CVE-2002-1053;CVE-2002-1700
CWE-82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute.","Attackers can embed XSS exploits into the values for IMG attributes (e.g. SRC) that is streamed and then executed in a victim's browser. Note that when the page is loaded into a user's browsers, the exploit will automatically execute.",ChildOf:83,Not Language-Specific,Web Based;Web Server,,Confidentiality;Integrity;Availability,CVE-2006-3211;CVE-2002-1649;CVE-2002-1803;CVE-2002-1804;CVE-2002-1805;CVE-2002-1806;CVE-2002-1807;CVE-2002-1808
CWE-820,Missing Synchronization,The product utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.,"If access to a shared resource is not synchronized, then the resource may not be in a state that is expected by the product. This might lead to unexpected or insecure behaviors, especially if an attacker can influence the shared resource.",ChildOf:662;ChildOf:662;ChildOf:662,Not Language-Specific,,,Integrity;Confidentiality;Other,
CWE-821,Incorrect Synchronization,"The product utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.","If access to a shared resource is not correctly synchronized, then the resource may not be in a state that is expected by the product. This might lead to unexpected or insecure behaviors, especially if an attacker can influence the shared resource.",ChildOf:662;ChildOf:662;ChildOf:662,Not Language-Specific,,,Integrity;Confidentiality;Other,
CWE-822,Untrusted Pointer Dereference,"The product obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer.","An attacker can supply a pointer for memory locations that the product is not expecting. If the pointer is dereferenced for a write operation, the attack might allow modification of critical state variables, cause a crash, or execute code. If the dereferencing operation is for a read, then the attack might allow reading of sensitive data, cause a crash, or set a variable to an unexpected value (since the value will be read from an unexpected memory location). There are several variants of this weakness, including but not necessarily limited to: The untrusted value is directly invoked as a function call. In OS kernels or drivers where there is a boundary between ""userland"" and privileged memory spaces, an untrusted pointer might enter through an API or system call (see CWE-781 for one such example). Inadvertently accepting the value from an untrusted control sphere when it did not have to be accepted as input at all. This might occur when the code was originally developed to be run by a single user in a non-networked environment, and the code is then ported to or otherwise exposed to a networked environment.",ChildOf:119;ChildOf:119;ChildOf:119;CanPrecede:125;CanPrecede:787,Memory-Unsafe;C;C++,,,Confidentiality;Availability;Integrity,CVE-2007-5655;CVE-2010-2299;CVE-2009-1719;CVE-2009-1250;CVE-2009-0311;CVE-2010-1818;CVE-2010-3189;CVE-2010-1253
CWE-823,Use of Out-of-range Pointer Offset,"The product performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer.","While a pointer can contain a reference to any arbitrary memory location, a program typically only intends to use the pointer to access limited portions of memory, such as contiguous memory used to access an individual array. Programs may use offsets in order to access fields or sub-elements stored within structured data. The offset might be out-of-range if it comes from an untrusted source, is the result of an incorrect calculation, or occurs because of another error. If an attacker can control or influence the offset so that it points outside of the intended boundaries of the structure, then the attacker may be able to read or write to memory locations that are used elsewhere in the product. As a result, the attack might change the state of the product as accessed through program variables, cause a crash or instable behavior, and possibly lead to code execution.",ChildOf:119;ChildOf:119;ChildOf:119;CanPrecede:125;CanPrecede:787,Memory-Unsafe;C;C++,,,Confidentiality;Availability;Integrity,CVE-2010-2160;CVE-2010-1281;CVE-2009-3129;CVE-2009-2694;CVE-2009-2687;CVE-2009-0690;CVE-2008-4114;CVE-2010-2873;CVE-2010-2866;CVE-2010-2872;CVE-2007-5657;CVE-2010-2867;CVE-2009-1097;CVE-2008-1807;CVE-2007-2500;CVE-2008-1686;CVE-2010-2878
CWE-824,Access of Uninitialized Pointer,The product accesses or uses a pointer that has not been initialized.,"If the pointer contains an uninitialized value, then the value might not point to a valid memory location. This could cause the product to read from or write to unexpected memory locations, leading to a denial of service. If the uninitialized pointer is used as a function call, then arbitrary functions could be invoked. If an attacker can influence the portion of uninitialized memory that is contained in the pointer, this weakness could be leveraged to execute code or perform other attacks. Depending on memory layout, associated memory management behaviors, and product operation, the attacker might be able to influence the contents of the uninitialized pointer, thus gaining more fine-grained control of the memory location to be accessed.",ChildOf:119;ChildOf:119;ChildOf:119;ChildOf:119;CanPrecede:125;CanPrecede:787,Memory-Unsafe;C;C++,,,Confidentiality;Availability;Integrity,CVE-2024-32878;CVE-2019-3836;CVE-2018-14641;CVE-2010-0211;CVE-2009-2768;CVE-2009-1721;CVE-2009-1415;CVE-2009-0846;CVE-2009-0040;CVE-2008-2934;CVE-2007-4682;CVE-2007-4639;CVE-2007-4000;CVE-2007-2442;CVE-2007-1213;CVE-2006-6143;CVE-2006-4175;CVE-2006-0054;CVE-2003-1201
CWE-825,Expired Pointer Dereference,"The product dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid.","When a product releases memory, but it maintains a pointer to that memory, then the memory might be re-allocated at a later time. If the original pointer is accessed to read or write data, then this could cause the product to read or modify data that is in use by a different function or process. Depending on how the newly-allocated memory is used, this could lead to a denial of service, information exposure, or code execution.",ChildOf:119;ChildOf:119;ChildOf:119;ChildOf:672;CanPrecede:125;CanPrecede:787,Memory-Unsafe;C;C++,,,Confidentiality;Availability;Integrity,CVE-2023-26463;CVE-2008-5013;CVE-2010-3257;CVE-2008-0062;CVE-2007-1211
CWE-826,Premature Release of Resource During Expected Lifetime,The product releases a resource that is still intended to be used by itself or another actor.,"This weakness focuses on errors in which the product should not release a resource, but performs the release anyway. This is different than a weakness in which the product releases a resource at the appropriate time, but it maintains a reference to the resource, which it later accesses. For this weakness, the resource should still be valid upon the subsequent access. When a product releases a resource that is still being used, it is possible that operations will still be taken on this resource, which may have been repurposed in the meantime, leading to issues similar to CWE-825. Consequences may include denial of service, information exposure, or code execution.",ChildOf:666;CanPrecede:672,Not Language-Specific,,,Confidentiality;Availability;Integrity,CVE-2009-3547
CWE-827,Improper Control of Document Type Definition,"The product does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the product to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker.","As DTDs are processed, they might try to read or include files on the machine performing the parsing. If an attacker is able to control the DTD, then the attacker might be able to specify sensitive resources or requests or provide malicious content. For example, the SOAP specification prohibits SOAP messages from containing DTDs.",ChildOf:706;ChildOf:829;CanPrecede:776,XML,,,Confidentiality;Availability;Integrity;Access Control,CVE-2010-2076
CWE-828,Signal Handler with Functionality that is not Asynchronous-Safe,"The product defines a signal handler that contains code sequences that are not asynchronous-safe, i.e., the functionality is not reentrant, or it can be interrupted.","This can lead to an unexpected system state with a variety of potential consequences depending on context, including denial of service and code execution. Signal handlers are typically intended to interrupt normal functionality of a program, or even other signals, in order to notify the process of an event. When a signal handler uses global or static variables, or invokes functions that ultimately depend on such state or its associated metadata, then it could corrupt system state that is being used by normal functionality. This could subject the program to race conditions or other weaknesses that allow an attacker to cause the program state to be corrupted. While denial of service is frequently the consequence, in some cases this weakness could be leveraged for code execution. There are several different scenarios that introduce this issue: Invocation of non-reentrant functions from within the handler. One example is malloc(), which modifies internal global variables as it manages memory. Very few functions are actually reentrant. Code sequences (not necessarily function calls) contain non-atomic use of global variables, or associated metadata or structures, that can be accessed by other functionality of the program, including other signal handlers. Frequently, the same function is registered to handle multiple signals. The signal handler function is intended to run at most one time, but instead it can be invoked multiple times. This could happen by repeated delivery of the same signal, or by delivery of different signals that have the same handler function (CWE-831). Note that in some environments or contexts, it might be possible for the signal handler to be interrupted itself. If both a signal handler and the normal behavior of the product have to operate on the same set of state variables, and a signal is received in the middle of the normal execution's modifications of those variables, the variables may be in an incorrect or corrupt state during signal handler execution, and possibly still incorrect or corrupt upon return.",ChildOf:364,Not Language-Specific;C,,,Integrity;Confidentiality;Availability,CVE-2008-4109;CVE-2006-5051;CVE-2001-1349;CVE-2004-0794;CVE-2004-2259;CVE-2002-1563
CWE-829,Inclusion of Functionality from Untrusted Control Sphere,"The product imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.",,ChildOf:669;ChildOf:669,Not Language-Specific,,,Confidentiality;Integrity;Availability,CVE-2010-2076;CVE-2004-0285;CVE-2004-0030;CVE-2004-0068;CVE-2005-2157;CVE-2005-2162;CVE-2005-2198;CVE-2004-0128;CVE-2005-1864;CVE-2005-1869;CVE-2005-1870;CVE-2005-2154;CVE-2002-1704;CVE-2002-1707;CVE-2005-1964;CVE-2005-1681;CVE-2005-2086;CVE-2004-0127;CVE-2005-1971;CVE-2005-3335
CWE-83,Improper Neutralization of Script in Attributes in a Web Page,"The product does not neutralize or incorrectly neutralizes ""javascript:"" or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style.",,ChildOf:79,Not Language-Specific,Web Based;Web Server,,Confidentiality;Integrity;Availability,CVE-2001-0520;CVE-2002-1493;CVE-2002-1965;CVE-2002-1495;CVE-2002-1681;CVE-2004-1935;CVE-2005-0945;CVE-2003-1136
CWE-830,Inclusion of Web Functionality from an Untrusted Source,"The product includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the product, potentially granting total access and control of the product to the untrusted source.","Including third party functionality in a web-based environment is risky, especially if the source of the functionality is untrusted. Even if the third party is a trusted source, the product may still be exposed to attacks and malicious behavior if that trusted source is compromised, or if the code is modified in transmission from the third party to the product. This weakness is common in ""mashup"" development on the web, which may include source functionality from other domains. For example, Javascript-based web widgets may be inserted by using '<SCRIPT SRC=""http://other.domain.here"">' tags, which causes the code to run in the domain of the product, not the remote site from which the widget was loaded. As a result, the included code has access to the local DOM, including cookies and other data that the developer might not want the remote site to be able to access. Such dependencies may be desirable, or even required, but sometimes programmers are not aware that a dependency exists.",ChildOf:829,Not Language-Specific,Web Based;Web Server,,Confidentiality;Integrity;Availability,
CWE-831,Signal Handler Function Associated with Multiple Signals,The product defines a function that is used as a handler for more than one signal.,"While sometimes intentional and safe, when the same function is used to handle multiple signals, a race condition could occur if the function uses any state outside of its local declaration, such as global variables or non-reentrant functions, or has any side effects. An attacker could send one signal that invokes the handler function; in many OSes, this will typically prevent the same signal from invoking the handler again, at least until the handler function has completed execution. However, the attacker could then send a different signal that is associated with the same handler function. This could interrupt the original handler function while it is still executing. If there is shared state, then the state could be corrupted. This can lead to a variety of potential consequences depending on context, including denial of service and code execution. Another rarely-explored possibility arises when the signal handler is only designed to be executed once (if at all). By sending multiple signals, an attacker could invoke the function more than once. This may generate extra, unintended side effects. A race condition might not even be necessary; the attacker could send one signal, wait until it is handled, then send the other signal.",ChildOf:364,Not Language-Specific,,,Availability;Integrity;Confidentiality;Access Control;Other,
CWE-832,Unlock of a Resource that is not Locked,The product attempts to unlock a resource that is not locked.,"Depending on the locking functionality, an unlock of a non-locked resource might cause memory corruption or other modification to the resource (or its associated metadata that is used for tracking locks).",ChildOf:667,Not Language-Specific,,,Integrity;Confidentiality;Availability;Other,CVE-2010-4210;CVE-2008-4302;CVE-2009-1243
CWE-833,Deadlock,"The product contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock.",,ChildOf:667;ChildOf:662,Not Language-Specific,Not Technology-Specific,,Availability,CVE-1999-1476;CVE-2009-2857;CVE-2009-1961;CVE-2009-2699;CVE-2009-4272;CVE-2002-1850;CVE-2004-0174;CVE-2009-1388;CVE-2006-5158;CVE-2006-4342;CVE-2006-2374;CVE-2006-2275;CVE-2005-3847;CVE-2005-3106;CVE-2005-2456
CWE-834,Excessive Iteration,The product performs an iteration or loop without sufficiently limiting the number of times that the loop is executed.,"If the iteration can be influenced by an attacker, this weakness could allow attackers to consume excessive resources such as CPU or memory. In many cases, a loop does not need to be infinite in order to cause enough resource consumption to adversely affect the product or its host system; it depends on the amount of resources consumed per iteration.",ChildOf:691,Not Language-Specific,Not Technology-Specific,,Availability,CVE-2011-1027;CVE-2006-6499
